"Time","Closts","Bifidos","Desulfos","Bacteroides"
113,964,25013,70,5815
114,964,25020,70,5822
115,964,25011,70,5815
116,960,24995,70,5817
117,964,24979,70,5819
118,960,24983,70,5825
119,958,24977,70,5814
120,959,24969,70,5820
121,959,24956,69,5815
122,960,24917,69,5811
123,959,24895,69,5804
124,955,24905,68,5794
125,956,24884,68,5792
126,954,24871,68,5786
127,952,24857,67,5781
128,948,24866,67,5776
129,945,24856,68,5779
130,945,24850,68,5773
131,939,24813,68,5777
132,938,24800,68,5782
133,936,24784,68,5769
134,938,24780,68,5765
135,938,24757,68,5754
136,938,24737,68,5748
137,938,24722,68,5757
138,937,24707,68,5752
139,936,24692,69,5749
140,933,24685,69,5745
141,932,24664,69,5741
142,930,24663,70,5733
143,931,24634,69,5726
144,931,24619,69,5722
145,931,24597,69,5723
146,926,24581,69,5722
147,923,24557,69,5718
148,924,24513,69,5712
149,925,24485,69,5699
150,925,24447,69,5699
151,925,24449,69,5688
152,923,24425,69,5687
153,922,24414,69,5686
154,920,24389,69,5671
155,923,24364,69,5668
156,921,24331,70,5661
157,920,24309,70,5662
158,922,24309,71,5663
159,924,24275,71,5654
160,922,24257,71,5642
161,921,24231,71,5633
162,925,24188,71,5629
163,919,24170,71,5624
164,916,24142,71,5593
165,912,24093,71,5578
166,910,24088,72,5576
167,911,24072,73,5568
168,908,24061,73,5560
169,910,24030,73,5545
170,913,23997,74,5536
171,912,23983,74,5522
172,910,23944,74,5509
173,906,23924,73,5510
174,907,23895,73,5510
175,905,23882,73,5508
176,902,23860,71,5497
177,903,23825,71,5496
178,900,23801,71,5482
179,898,23784,71,5477
180,898,23763,72,5474
181,898,23742,71,5481
182,898,23686,71,5462
183,897,23663,71,5458
184,896,23643,71,5450
185,891,23612,71,5439
186,889,23586,71,5436
187,888,23561,71,5437
188,887,23534,71,5431
189,887,23502,71,5424
190,884,23483,69,5420
191,886,23452,69,5415
192,886,23411,69,5407
193,881,23369,68,5398
194,880,23324,64,5378
195,881,23292,64,5376
196,881,23258,65,5365
197,880,23201,66,5357
198,878,23152,66,5340
199,877,23125,66,5322
200,874,23106,66,5310
201,873,23063,67,5290
202,872,23014,67,5279
203,871,22984,67,5285
204,870,22954,65,5276
205,869,22908,65,5274
206,863,22860,65,5265
207,861,22829,65,5264
208,853,22788,65,5251
209,854,22760,65,5239
210,854,22713,65,5235
211,854,22661,65,5221
212,845,22647,65,5209
213,836,22586,62,5205
214,837,22533,62,5191
215,834,22496,61,5183
216,835,22443,61,5175
217,835,22394,61,5179
218,836,22351,61,5168
219,833,22296,61,5163
220,833,22263,61,5156
221,830,22234,58,5140
222,829,22198,59,5134
223,826,22125,59,5121
224,826,22065,59,5117
225,823,22033,59,5103
226,819,21994,60,5086
227,818,21966,60,5077
228,815,21893,60,5075
229,814,21874,60,5071
230,810,21832,60,5067
231,811,21804,60,5066
232,809,21750,60,5052
233,805,21702,60,5040
234,799,21652,60,5035
235,799,21581,60,5026
236,798,21532,61,5013
237,797,21497,61,5007
238,797,21428,61,4983
239,794,21369,61,4969
240,790,21332,59,4957
241,787,21256,60,4940
242,786,21196,60,4925
243,782,21149,60,4923
244,783,21068,60,4919
245,780,21018,60,4906
246,779,20951,61,4890
247,778,20909,61,4875
248,779,20844,61,4875
249,782,20781,61,4854
250,781,20705,61,4844
251,781,20660,61,4839
252,781,20632,61,4829
253,782,20586,61,4811
254,780,20545,61,4808
255,775,20461,61,4790
256,768,20404,61,4789
257,765,20340,61,4764
258,764,20265,61,4752
259,762,20219,61,4731
260,762,20186,61,4724
261,757,20127,61,4712
262,754,20070,61,4697
263,748,19980,61,4669
264,744,19916,62,4652
265,737,19860,62,4639
266,737,19812,62,4627
267,735,19755,62,4618
268,736,19730,62,4607
269,730,19678,62,4599
270,727,19632,60,4574
271,725,19557,60,4566
272,725,19517,60,4551
273,725,19452,60,4533
274,716,19381,60,4513
275,712,19311,58,4502
276,706,19247,59,4470
277,703,19169,60,4455
278,699,19102,61,4438
279,697,19038,61,4429
280,695,18969,61,4421
281,694,18892,59,4407
282,692,18844,59,4396
283,697,18799,59,4390
284,695,18744,59,4371
285,698,18669,59,4346
286,700,18607,57,4333
287,700,18558,55,4330
288,697,18494,55,4299
289,696,18436,55,4283
290,693,18362,53,4277
291,693,18282,53,4256
292,696,18226,52,4247
293,694,18167,52,4235
294,693,18096,52,4223
295,693,18034,52,4201
296,688,17981,52,4178
297,689,17905,52,4153
298,688,17846,49,4145
299,687,17788,47,4128
300,684,17716,47,4107
301,681,17630,47,4088
302,680,17587,47,4077
303,671,17502,47,4060
304,669,17406,46,4034
305,664,17349,46,4020
306,662,17240,46,3998
307,657,17163,46,4001
308,654,17080,46,3996
309,652,16989,46,3982
310,650,16933,42,3975
311,648,16875,42,3960
312,644,16789,42,3952
313,645,16706,42,3942
314,639,16638,42,3931
315,637,16587,42,3901
316,634,16504,42,3877
317,633,16419,42,3858
318,626,16324,43,3842
319,627,16254,43,3811
320,629,16190,44,3801
321,625,16098,43,3785
322,623,16037,43,3764
323,619,15998,43,3751
324,618,15915,43,3740
325,616,15840,43,3716
326,616,15777,43,3702
327,617,15688,43,3685
328,609,15626,43,3681
329,608,15561,43,3663
330,612,15489,43,3642
331,608,15409,43,3614
332,608,15316,43,3584
333,605,15226,43,3572
334,600,15128,42,3545
335,598,15048,42,3523
336,595,14974,41,3498
337,595,14922,39,3467
338,596,14823,40,3446
339,595,14740,40,3431
340,591,14647,40,3407
341,588,14551,38,3386
342,582,14456,38,3380
343,581,14357,38,3356
344,579,14267,38,3340
345,577,14196,38,3312
346,576,14104,37,3288
347,573,14033,37,3269
348,566,13958,36,3245
349,568,13867,36,3238
350,567,13791,34,3211
351,563,13703,34,3194
352,550,13605,34,3173
353,547,13493,33,3147
354,542,13407,33,3121
355,537,13293,33,3099
356,532,13189,32,3066
357,526,13107,32,3044
358,524,12996,32,3026
359,526,12906,32,3003
360,525,12844,32,2999
361,525,12855,32,2998
362,526,12865,32,3002
363,526,12882,32,3006
364,526,12899,32,3009
365,526,12917,32,3013
366,527,12943,32,3016
367,528,12966,32,3019
368,529,12982,32,3025
369,530,12998,32,3027
370,533,13015,32,3028
371,536,13035,32,3028
372,538,13053,32,3034
373,538,13077,32,3038
374,538,13103,32,3045
375,539,13126,32,3046
376,541,13141,32,3053
377,541,13155,32,3055
378,542,13171,32,3058
379,544,13187,32,3060
380,545,13209,32,3062
381,546,13231,32,3064
382,547,13249,32,3068
383,547,13269,32,3072
384,547,13288,32,3076
385,546,13304,32,3080
386,547,13307,32,3082
387,548,13320,32,3085
388,548,13343,32,3088
389,549,13363,32,3095
390,549,13370,32,3100
391,549,13390,32,3103
392,549,13410,32,3112
393,551,13432,32,3115
394,552,13443,32,3116
395,552,13460,32,3117
396,552,13475,32,3122
397,553,13495,32,3129
398,555,13518,32,3137
399,556,13532,32,3141
400,556,13547,33,3144
401,556,13569,33,3146
402,556,13591,33,3152
403,558,13610,33,3158
404,560,13626,33,3163
405,560,13641,33,3167
406,560,13661,33,3171
407,560,13686,33,3174
408,561,13698,33,3177
409,561,13712,33,3180
410,562,13732,33,3187
411,562,13761,33,3192
412,562,13778,33,3194
413,562,13801,33,3197
414,562,13828,33,3197
415,564,13851,33,3200
416,565,13874,33,3200
417,566,13894,33,3204
418,567,13915,33,3208
419,568,13937,33,3211
420,569,13951,33,3216
421,570,13971,33,3223
422,572,13990,33,3231
423,573,14006,33,3237
424,575,14032,33,3243
425,577,14055,33,3247
426,577,14076,33,3252
427,576,14092,33,3253
428,577,14112,33,3253
429,579,14138,33,3258
430,580,14166,33,3265
431,581,14192,33,3269
432,582,14207,33,3277
433,583,14226,33,3281
434,584,14246,33,3288
435,585,14268,34,3296
436,586,14293,34,3299
437,587,14311,34,3301
438,587,14334,34,3306
439,589,14349,34,3312
440,592,14366,34,3315
441,593,14380,34,3320
442,592,14398,34,3324
443,592,14419,34,3328
444,592,14432,34,3334
445,593,14455,34,3337
446,594,14475,34,3342
447,594,14496,34,3347
448,594,14519,34,3350
449,596,14541,34,3356
450,598,14562,34,3364
451,600,14582,34,3366
452,600,14592,34,3373
453,600,14612,34,3380
454,600,14631,34,3386
455,602,14649,34,3389
456,603,14662,34,3394
457,603,14679,34,3395
458,603,14701,33,3401
459,604,14728,33,3413
460,605,14751,33,3424
461,604,14773,33,3428
462,605,14796,33,3435
463,606,14818,33,3439
464,607,14840,33,3442
465,608,14854,33,3447
466,608,14870,33,3454
467,608,14891,33,3463
468,609,14914,33,3472
469,610,14937,33,3478
470,610,14961,33,3482
471,609,14979,33,3485
472,609,15006,33,3488
473,610,15032,33,3492
474,612,15056,33,3496
475,613,15092,33,3502
476,615,15118,33,3512
477,617,15141,33,3519
478,617,15160,33,3524
479,618,15183,33,3531
480,618,15199,33,3538
481,618,15219,33,3547
482,619,15243,33,3553
483,621,15267,33,3558
484,621,15293,33,3570
485,621,15314,33,3577
486,622,15335,33,3582
487,622,15358,33,3585
488,623,15395,33,3587
489,623,15426,33,3588
490,623,15445,33,3591
491,624,15462,33,3597
492,625,15478,33,3602
493,625,15500,33,3605
494,625,15529,33,3608
495,627,15553,33,3614
496,630,15577,33,3618
497,631,15606,33,3624
498,631,15634,33,3628
499,633,15656,33,3631
500,635,15683,33,3636
501,635,15711,33,3642
502,636,15729,33,3648
503,638,15757,33,3648
504,638,15788,33,3651
505,638,15809,33,3656
506,639,15824,33,3662
507,640,15845,33,3665
508,640,15868,33,3667
509,640,15889,33,3673
510,641,15906,34,3679
511,642,15928,34,3686
512,643,15945,34,3695
513,643,15962,34,3697
514,643,15987,34,3701
515,644,16007,34,3705
516,646,16031,34,3709
517,647,16056,34,3715
518,647,16078,34,3721
519,647,16106,34,3727
520,648,16132,34,3731
521,650,16157,34,3734
522,651,16175,34,3737
523,652,16193,34,3743
524,655,16214,34,3747
525,657,16236,34,3749
526,659,16254,34,3753
527,660,16274,34,3757
528,660,16293,34,3760
529,660,16318,34,3764
530,661,16349,34,3770
531,661,16379,34,3776
532,661,16399,34,3783
533,662,16424,34,3788
534,662,16455,34,3789
535,662,16483,34,3794
536,662,16501,34,3797
537,662,16526,34,3804
538,662,16551,34,3814
539,664,16569,34,3819
540,666,16583,34,3824
541,668,16610,34,3830
542,670,16650,34,3835
543,670,16692,34,3840
544,672,16713,34,3847
545,674,16737,35,3852
546,674,16757,36,3854
547,675,16774,36,3863
548,676,16799,36,3871
549,677,16820,36,3875
550,678,16839,36,3875
551,680,16869,36,3882
552,682,16892,36,3894
553,683,16912,36,3899
554,683,16929,36,3907
555,683,16946,36,3916
556,683,16962,36,3923
557,683,16984,36,3929
558,683,16997,36,3933
559,683,17021,36,3937
560,683,17052,36,3944
561,683,17079,36,3954
562,683,17115,36,3964
563,684,17151,36,3968
564,685,17179,36,3972
565,685,17208,36,3976
566,685,17231,37,3981
567,687,17251,37,3987
568,688,17274,37,3993
569,690,17300,37,4000
570,690,17327,37,4003
571,690,17367,37,4007
572,690,17402,37,4014
573,690,17441,37,4023
574,692,17471,37,4030
575,693,17482,37,4039
576,693,17500,37,4045
577,693,17524,37,4048
578,694,17545,37,4053
579,696,17570,37,4057
580,698,17590,37,4060
581,699,17605,37,4068
582,700,17629,37,4074
583,701,17648,37,4078
584,703,17666,37,4082
585,705,17688,37,4090
586,705,17706,37,4096
587,706,17733,37,4098
588,707,17749,37,4100
589,708,17766,37,4099
590,709,17794,37,4102
591,709,17819,37,4112
592,710,17851,37,4119
593,711,17881,37,4124
594,712,17901,38,4131
595,714,17918,39,4137
596,716,17939,39,4142
597,718,17967,39,4148
598,721,17990,39,4152
599,723,18025,39,4158
600,724,18062,39,4161
601,726,18091,39,4166
602,727,18125,39,4170
603,730,18160,39,4174
604,733,18190,39,4179
605,734,18209,39,4186
606,735,18228,40,4191
607,735,18251,41,4199
608,735,18273,41,4205
609,734,18289,41,4209
610,734,18307,41,4218
611,734,18326,41,4225
612,734,18348,41,4229
613,739,18374,41,4240
614,744,18399,41,4251
615,746,18418,41,4257
616,747,18436,41,4264
617,748,18456,41,4270
618,751,18477,41,4275
619,752,18500,41,4285
620,752,18521,41,4299
621,752,18545,41,4306
622,754,18579,41,4311
623,756,18609,41,4319
624,757,18637,41,4327
625,758,18667,41,4334
626,759,18700,41,4338
627,761,18731,41,4344
628,764,18748,40,4348
629,767,18774,40,4350
630,770,18797,40,4351
631,772,18811,40,4357
632,774,18837,40,4373
633,775,18866,40,4386
634,775,18884,40,4390
635,775,18905,39,4395
636,774,18934,39,4400
637,774,18950,39,4409
638,774,18966,39,4420
639,774,18983,39,4429
640,776,19006,39,4434
641,778,19034,39,4438
642,778,19063,39,4444
643,779,19092,39,4445
644,779,19115,39,4449
645,780,19144,39,4450
646,780,19166,39,4452
647,780,19189,39,4459
648,780,19210,39,4466
649,778,19233,39,4464
650,780,19243,38,4469
651,781,19264,39,4476
652,784,19281,39,4486
653,785,19309,39,4494
654,786,19346,39,4500
655,788,19383,38,4506
656,791,19416,38,4515
657,794,19439,38,4524
658,797,19467,38,4533
659,799,19501,38,4537
660,799,19542,38,4548
661,800,19587,38,4556
662,802,19610,38,4563
663,804,19632,38,4569
664,805,19656,38,4579
665,804,19675,38,4585
666,805,19690,38,4586
667,806,19703,38,4589
668,810,19682,39,4593
669,811,19667,39,4594
670,812,19653,39,4590
671,812,19642,39,4593
672,809,19640,39,4596
673,810,19644,39,4601
674,811,19661,39,4603
675,813,19678,39,4609
676,816,19694,39,4616
677,817,19710,39,4620
678,817,19729,39,4626
679,819,19754,39,4636
680,820,19786,39,4642
681,820,19817,39,4644
682,820,19834,39,4651
683,820,19842,38,4655
684,818,19850,38,4650
685,819,19848,38,4653
686,820,19838,38,4652
687,819,19843,38,4654
688,818,19833,38,4656
689,821,19845,38,4654
690,821,19865,38,4652
691,822,19890,37,4652
692,824,19914,37,4655
693,825,19941,37,4658
694,824,19953,37,4662
695,824,19949,37,4659
696,823,19953,37,4656
697,823,19964,37,4654
698,825,19973,37,4652
699,825,19966,37,4652
700,829,19961,37,4649
701,835,19969,37,4641
702,838,19977,37,4646
703,840,19993,37,4648
704,839,20015,37,4648
705,840,20026,37,4646
706,842,20041,37,4647
707,843,20048,37,4649
708,843,20042,37,4647
709,845,20038,37,4648
710,846,20045,37,4647
711,844,20059,37,4643
712,841,20068,37,4643
713,841,20070,37,4643
714,838,20080,37,4646
715,838,20098,37,4649
716,839,20114,37,4651
717,841,20127,37,4657
718,842,20157,37,4662
719,843,20200,37,4671
720,844,20230,37,4681
721,842,20246,37,4683
722,839,20253,37,4685
723,840,20264,37,4686
724,839,20248,36,4680
725,838,20234,36,4669
726,835,20210,36,4671
727,835,20194,36,4668
728,838,20191,36,4667
729,841,20167,36,4666
730,839,20150,37,4664
731,836,20144,38,4658
732,831,20143,38,4660
733,833,20121,38,4652
734,836,20095,38,4649
735,838,20074,38,4648
736,837,20056,38,4635
737,833,20055,38,4628
738,833,20060,36,4628
739,834,20062,36,4628
740,835,20073,36,4633
741,835,20090,35,4641
742,835,20104,35,4641
743,834,20114,35,4645
744,834,20117,35,4639
745,832,20105,35,4635
746,831,20071,35,4625
747,830,20053,35,4618
748,828,20011,35,4606
749,828,19966,35,4601
750,829,19941,34,4593
751,829,19914,34,4594
752,829,19870,33,4588
753,829,19851,33,4583
754,828,19835,33,4585
755,825,19824,33,4581
756,820,19798,33,4574
757,819,19778,33,4566
758,818,19769,33,4555
759,819,19750,32,4551
760,819,19746,32,4549
761,820,19744,32,4549
762,821,19731,32,4551
763,822,19719,32,4550
764,824,19724,32,4554
765,822,19730,33,4555
766,821,19743,33,4555
767,821,19756,33,4551
768,820,19752,33,4552
769,822,19732,33,4554
770,826,19721,33,4550
771,826,19712,32,4544
772,823,19694,31,4540
773,822,19659,31,4532
774,820,19637,31,4522
775,819,19603,30,4522
776,818,19572,30,4520
777,819,19551,30,4505
778,818,19528,30,4499
779,818,19519,30,4494
780,815,19503,30,4488
781,815,19492,30,4482
782,814,19475,30,4471
783,814,19452,30,4468
784,811,19430,30,4464
785,811,19408,27,4461
786,812,19386,27,4450
787,812,19359,26,4438
788,811,19338,26,4439
789,811,19347,26,4448
790,810,19346,26,4454
791,809,19346,26,4449
792,807,19317,26,4446
793,804,19289,25,4442
794,805,19267,25,4434
795,806,19241,25,4433
796,806,19231,25,4438
797,805,19229,25,4441
798,805,19234,25,4442
799,805,19232,23,4438
800,803,19220,23,4435
801,803,19199,23,4433
802,799,19170,23,4424
803,797,19153,23,4422
804,795,19128,22,4414
805,795,19122,22,4414
806,795,19116,22,4419
807,797,19129,22,4414
808,797,19123,22,4411
809,795,19109,22,4410
810,794,19093,22,4412
811,792,19079,22,4409
812,792,19075,22,4403
813,791,19064,22,4403
814,793,19054,22,4408
815,792,19045,22,4408
816,793,19035,22,4409
817,792,19035,22,4411
818,791,19046,22,4406
819,789,19053,22,4402
820,787,19049,22,4399
821,786,19012,22,4392
822,784,18964,22,4383
823,784,18939,22,4375
824,782,18920,22,4366
825,781,18874,22,4357
826,782,18822,22,4349
827,782,18799,22,4336
828,779,18775,23,4332
829,779,18756,23,4323
830,780,18738,23,4316
831,781,18737,23,4320
832,782,18740,23,4323
833,781,18734,23,4319
834,781,18742,23,4311
835,779,18739,23,4302
836,779,18735,23,4297
837,780,18731,23,4294
838,776,18705,23,4291
839,776,18677,23,4287
840,774,18640,24,4276
841,770,18601,24,4271
842,768,18562,24,4269
843,768,18521,24,4257
844,766,18476,24,4242
845,764,18440,24,4227
846,764,18397,24,4213
847,764,18360,24,4206
848,759,18331,24,4197
849,758,18300,24,4190
850,757,18285,24,4181
851,757,18270,24,4178
852,755,18265,24,4176
853,755,18262,24,4177
854,756,18259,24,4172
855,757,18264,24,4167
856,760,18251,24,4157
857,759,18256,24,4155
858,759,18241,24,4155
859,759,18230,24,4153
860,758,18218,24,4145
861,754,18221,24,4142
862,753,18193,24,4141
863,748,18171,24,4138
864,744,18149,24,4122
865,743,18133,24,4114
866,739,18119,24,4099
867,736,18112,24,4100
868,733,18097,24,4100
869,735,18078,24,4100
870,737,18067,24,4095
871,738,18061,24,4094
872,737,18062,24,4092
873,736,18063,24,4092
874,737,18052,24,4094
875,738,18037,25,4091
876,735,18005,26,4075
877,730,17967,26,4067
878,729,17946,26,4060
879,730,17921,26,4057
880,728,17884,25,4050
881,728,17869,24,4050
882,730,17832,24,4048
883,730,17812,24,4041
884,725,17767,24,4041
885,724,17736,24,4033
886,719,17713,24,4028
887,718,17711,24,4029
888,717,17707,24,4028
889,717,17717,24,4029
890,715,17741,24,4036
891,715,17767,24,4047
892,715,17794,24,4057
893,717,17820,24,4063
894,720,17835,24,4060
895,720,17859,24,4063
896,720,17883,25,4065
897,721,17902,25,4067
898,721,17924,25,4070
899,722,17939,25,4075
900,722,17964,25,4072
901,722,17989,25,4072
902,722,18016,25,4079
903,721,18049,25,4089
904,722,18080,25,4095
905,724,18091,25,4101
906,725,18092,25,4107
907,724,18111,25,4104
908,725,18125,25,4106
909,727,18144,25,4107
910,727,18155,25,4107
911,729,18171,25,4110
912,731,18189,25,4110
913,731,18206,25,4114
914,733,18214,25,4113
915,734,18230,25,4117
916,735,18245,24,4122
917,735,18265,24,4124
918,735,18288,24,4121
919,736,18304,24,4120
920,738,18324,24,4122
921,739,18350,24,4131
922,740,18384,24,4139
923,742,18406,24,4143
924,741,18421,25,4150
925,743,18430,25,4156
926,744,18446,25,4164
927,747,18472,25,4170
928,748,18492,25,4175
929,752,18524,25,4180
930,753,18558,25,4178
931,754,18584,25,4180
932,757,18620,25,4180
933,761,18646,25,4177
934,763,18680,25,4179
935,764,18699,25,4185
936,762,18708,26,4189
937,762,18722,26,4194
938,762,18738,27,4199
939,761,18749,27,4204
940,761,18765,27,4210
941,758,18774,27,4213
942,758,18789,27,4215
943,762,18802,27,4222
944,769,18816,27,4230
945,768,18823,27,4237
946,769,18830,27,4240
947,771,18847,27,4245
948,771,18850,27,4249
949,770,18863,27,4254
950,770,18877,27,4264
951,770,18890,27,4269
952,771,18918,27,4274
953,774,18946,27,4277
954,776,18956,27,4282
955,777,18978,27,4283
956,778,19004,27,4288
957,781,19028,27,4294
958,783,19045,27,4296
959,782,19060,27,4297
960,783,19072,27,4295
961,784,19083,27,4298
962,787,19092,27,4310
963,788,19126,27,4321
964,788,19145,27,4328
965,787,19166,27,4328
966,786,19187,27,4332
967,785,19197,27,4336
968,783,19209,27,4344
969,783,19222,27,4355
970,784,19242,27,4360
971,785,19272,27,4364
972,785,19299,27,4370
973,786,19325,27,4377
974,787,19348,27,4380
975,789,19362,27,4378
976,791,19383,27,4376
977,791,19408,27,4382
978,791,19424,27,4391
979,792,19458,27,4390
980,793,19484,27,4397
981,796,19510,28,4405
982,797,19536,29,4415
983,800,19566,29,4427
984,801,19600,29,4430
985,802,19632,29,4435
986,803,19651,29,4441
987,805,19664,29,4451
988,808,19693,29,4456
989,808,19721,29,4459
990,810,19751,29,4467
991,812,19789,29,4471
992,815,19817,29,4480
993,819,19826,29,4491
994,820,19832,29,4502
995,820,19850,29,4505
996,823,19857,28,4507
997,828,19883,28,4512
998,833,19913,29,4518
999,836,19930,29,4519
1000,834,19927,29,4517
1001,834,19932,29,4519
1002,831,19918,29,4519
1003,831,19916,29,4518
1004,830,19920,29,4519
1005,832,19916,29,4520
1006,836,19927,29,4521
1007,837,19940,29,4523
1008,838,19945,29,4528
1009,841,19968,29,4534
1010,843,20006,29,4541
1011,843,20044,29,4545
1012,843,20077,29,4552
1013,842,20098,29,4558
1014,842,20097,29,4561
1015,839,20081,29,4561
1016,837,20071,29,4564
1017,837,20084,29,4560
1018,838,20103,29,4569
1019,841,20121,29,4571
1020,843,20137,29,4574
1021,842,20167,29,4574
1022,844,20187,29,4577
1023,845,20216,29,4578
1024,844,20234,29,4577
1025,841,20241,29,4579
1026,842,20243,29,4576
1027,838,20226,29,4571
1028,837,20217,29,4568
1029,836,20192,29,4564
1030,839,20173,29,4550
1031,839,20161,29,4539
1032,841,20140,29,4536
1033,843,20160,29,4536
1034,843,20199,29,4541
1035,844,20235,29,4548
1036,846,20263,29,4559
1037,849,20289,29,4567
1038,851,20319,29,4571
1039,854,20342,29,4572
1040,857,20371,29,4573
1041,859,20402,29,4575
1042,858,20427,29,4578
1043,854,20435,29,4578
1044,853,20437,29,4578
1045,853,20427,29,4569
1046,853,20412,29,4565
1047,854,20390,29,4564
1048,851,20392,29,4560
1049,851,20422,29,4567
1050,853,20447,29,4581
1051,854,20470,29,4589
1052,854,20499,29,4597
1053,856,20523,29,4607
1054,860,20542,29,4608
1055,861,20557,29,4607
1056,861,20563,29,4608
1057,861,20572,29,4612
1058,864,20571,29,4618
1059,867,20556,29,4604
1060,867,20520,30,4593
1061,867,20498,32,4591
1062,863,20471,32,4584
1063,861,20439,32,4580
1064,862,20406,32,4577
1065,861,20366,32,4570
1066,858,20336,31,4571
1067,858,20328,31,4569
1068,856,20324,31,4566
1069,856,20327,31,4561
1070,858,20341,31,4569
1071,858,20355,31,4580
1072,857,20366,31,4584
1073,855,20386,31,4584
1074,855,20402,31,4584
1075,857,20417,31,4587
1076,858,20433,31,4583
1077,857,20415,31,4579
1078,855,20383,31,4574
1079,855,20360,30,4573
1080,855,20339,30,4569
1081,856,20317,30,4563
1082,855,20295,30,4561
1083,854,20247,30,4563
1084,855,20242,28,4563
1085,853,20237,28,4568
1086,850,20221,28,4560
1087,849,20187,28,4550
1088,849,20172,28,4543
1089,849,20155,28,4531
1090,848,20156,28,4524
1091,849,20164,28,4522
1092,850,20162,28,4527
1093,852,20175,27,4534
1094,854,20197,27,4540
1095,854,20216,28,4545
1096,856,20241,29,4545
1097,858,20271,29,4545
1098,856,20285,29,4542
1099,857,20290,29,4553
1100,861,20296,29,4559
1101,857,20279,29,4552
1102,853,20258,29,4546
1103,851,20209,29,4536
1104,848,20188,29,4534
1105,845,20153,29,4531
1106,842,20123,28,4529
1107,842,20113,28,4519
1108,842,20105,28,4513
1109,841,20100,28,4513
1110,837,20096,28,4514
1111,839,20112,28,4518
1112,839,20125,28,4523
1113,839,20139,28,4531
1114,839,20152,28,4535
1115,839,20153,28,4538
1116,842,20155,28,4532
1117,844,20137,27,4519
1118,844,20120,27,4519
1119,843,20107,27,4526
1120,842,20096,27,4530
1121,841,20079,27,4528
1122,841,20049,27,4523
1123,842,20031,27,4528
1124,844,20035,27,4532
1125,848,20044,27,4533
1126,847,20041,27,4542
1127,847,20056,27,4550
1128,848,20062,27,4550
1129,845,20071,27,4556
1130,844,20094,27,4552
1131,841,20104,27,4548
1132,836,20102,27,4545
1133,833,20069,27,4541
1134,830,20040,27,4537
1135,831,20032,27,4538
1136,828,20041,27,4547
1137,828,20051,27,4553
1138,830,20057,27,4558
1139,828,20078,27,4567
1140,827,20094,26,4573
1141,825,20102,26,4572
1142,826,20109,26,4572
1143,827,20112,26,4573
1144,827,20065,26,4574
1145,827,20041,26,4573
1146,825,20028,25,4571
1147,823,20001,25,4570
1148,820,19989,24,4567
