"Time","Closts","Bifidos","Desulfos","Bacteroides"
2223,752,19433,35,4315
2224,753,19434,35,4317
2225,755,19417,34,4309
2226,756,19407,34,4314
2227,754,19400,34,4311
2228,755,19409,34,4306
2229,756,19400,34,4307
2230,757,19395,34,4309
2231,759,19397,34,4311
2232,758,19406,34,4309
2233,758,19417,34,4306
2234,759,19425,34,4304
2235,759,19427,34,4305
2236,759,19444,34,4308
2237,760,19428,34,4306
2238,761,19433,34,4301
2239,760,19418,34,4292
2240,759,19395,34,4284
2241,756,19385,34,4283
2242,755,19367,34,4281
2243,757,19344,34,4275
2244,756,19308,35,4275
2245,754,19277,36,4267
2246,754,19243,37,4276
2247,751,19208,37,4276
2248,750,19188,37,4271
2249,752,19190,37,4270
2250,754,19215,37,4274
2251,757,19235,37,4272
2252,760,19271,37,4271
2253,763,19290,37,4267
2254,765,19310,37,4268
2255,766,19335,37,4272
2256,767,19342,38,4273
2257,767,19352,40,4275
2258,766,19356,39,4279
2259,766,19376,37,4282
2260,766,19385,37,4283
2261,764,19374,37,4280
2262,763,19344,36,4277
2263,767,19327,36,4282
2264,771,19323,36,4290
2265,770,19319,36,4292
2266,771,19325,36,4300
2267,770,19328,36,4305
2268,769,19328,35,4301
2269,769,19335,35,4307
2270,768,19343,35,4312
2271,768,19353,35,4319
2272,768,19375,35,4321
2273,772,19399,35,4320
2274,774,19412,35,4324
2275,775,19418,35,4322
2276,775,19422,35,4317
2277,780,19411,35,4317
2278,783,19363,35,4305
2279,782,19327,35,4300
2280,783,19310,35,4296
2281,784,19303,35,4297
2282,787,19320,35,4307
2283,787,19359,35,4319
2284,787,19367,35,4323
2285,784,19388,35,4319
2286,784,19397,35,4317
2287,781,19412,35,4315
2288,778,19415,35,4322
2289,776,19418,35,4332
2290,777,19428,35,4331
2291,776,19451,35,4334
2292,775,19472,35,4332
2293,776,19467,35,4329
2294,778,19477,35,4329
2295,779,19476,35,4324
2296,775,19466,35,4316
2297,773,19433,35,4306
2298,770,19379,35,4301
2299,766,19345,35,4293
2300,764,19330,35,4291
2301,763,19298,36,4286
2302,765,19283,37,4285
2303,767,19299,37,4292
2304,768,19318,37,4294
2305,767,19325,37,4299
2306,770,19335,37,4303
2307,772,19338,37,4307
2308,773,19346,37,4305
2309,775,19365,37,4298
2310,777,19396,37,4300
2311,779,19430,37,4300
2312,779,19444,37,4303
2313,779,19444,37,4309
2314,778,19447,37,4318
2315,777,19454,37,4321
2316,776,19459,37,4320
2317,778,19460,37,4318
2318,779,19441,38,4315
2319,777,19399,38,4308
2320,776,19364,38,4300
2321,770,19328,38,4292
2322,768,19296,38,4288
2323,767,19273,38,4280
2324,766,19268,38,4279
2325,767,19253,38,4274
2326,768,19252,38,4271
2327,768,19252,38,4265
2328,764,19259,38,4261
2329,763,19272,38,4265
2330,764,19290,38,4262
2331,764,19310,38,4264
2332,763,19318,38,4260
2333,762,19300,37,4256
2334,758,19259,37,4254
2335,757,19220,37,4245
2336,755,19181,37,4235
2337,755,19160,36,4234
2338,753,19153,36,4239
2339,756,19151,36,4244
2340,756,19160,36,4244
2341,756,19174,36,4238
2342,757,19187,36,4233
2343,758,19205,36,4232
2344,758,19206,36,4233
2345,758,19207,36,4226
2346,758,19193,36,4220
2347,757,19186,36,4207
2348,756,19151,36,4199
2349,753,19111,36,4187
2350,754,19076,36,4171
2351,758,19052,36,4156
2352,763,19039,36,4148
2353,762,19042,36,4131
2354,759,19078,35,4133
2355,760,19110,35,4138
2356,761,19132,35,4145
2357,764,19137,35,4150
2358,763,19152,35,4149
2359,763,19166,35,4147
2360,767,19186,35,4146
2361,769,19205,35,4145
2362,770,19221,35,4147
2363,769,19213,35,4140
2364,765,19181,35,4128
2365,759,19139,35,4112
2366,755,19109,35,4104
2367,751,19079,35,4099
2368,749,19076,35,4094
2369,749,19095,35,4101
2370,751,19102,35,4119
2371,751,19115,35,4128
2372,751,19138,35,4135
2373,753,19150,35,4137
2374,756,19160,35,4140
2375,757,19177,35,4138
2376,757,19176,35,4142
2377,758,19172,35,4151
2378,762,19185,35,4153
2379,767,19204,35,4159
2380,767,19213,36,4161
2381,767,19221,37,4164
2382,766,19229,37,4169
2383,767,19229,37,4176
2384,768,19220,37,4181
2385,768,19206,37,4180
2386,766,19174,37,4178
2387,763,19145,37,4175
2388,760,19108,37,4169
2389,761,19093,37,4167
2390,761,19086,37,4173
2391,759,19100,37,4179
2392,759,19104,37,4178
2393,758,19116,37,4179
2394,758,19136,37,4175
2395,758,19128,37,4174
2396,760,19107,37,4167
2397,758,19083,37,4152
2398,754,19051,37,4146
2399,754,19020,37,4145
2400,756,19019,37,4135
2401,759,19009,37,4125
2402,759,18997,37,4131
2403,759,19003,37,4140
2404,760,19016,37,4143
2405,762,19018,37,4146
2406,759,18988,37,4133
2407,757,18959,36,4127
2408,756,18948,36,4122
2409,756,18950,36,4120
2410,757,18979,36,4115
2411,757,18996,36,4121
2412,756,19001,36,4126
2413,758,19023,36,4136
2414,760,19044,36,4142
2415,761,19068,37,4143
2416,763,19099,38,4143
2417,765,19124,38,4145
2418,762,19133,38,4145
2419,764,19145,38,4150
2420,769,19140,38,4146
2421,768,19107,38,4140
2422,766,19074,38,4135
2423,764,19045,38,4128
2424,761,18996,38,4125
2425,758,18983,38,4123
2426,757,18976,38,4131
2427,758,18978,38,4132
2428,758,19000,38,4134
2429,758,19021,38,4139
2430,758,19032,38,4141
2431,758,19055,38,4152
2432,758,19060,38,4161
2433,755,19066,38,4172
2434,755,19085,38,4178
2435,756,19092,38,4183
2436,759,19102,38,4181
2437,763,19110,38,4180
2438,765,19116,38,4183
2439,766,19136,38,4193
2440,767,19162,38,4213
2441,768,19177,38,4228
2442,769,19182,38,4233
2443,771,19167,38,4237
2444,773,19141,38,4235
2445,772,19105,38,4226
2446,771,19058,38,4229
2447,766,19018,38,4225
2448,766,18979,38,4218
2449,763,18951,38,4198
2450,760,18932,37,4197
2451,757,18911,37,4190
2452,754,18892,37,4181
2453,750,18865,37,4179
2454,751,18854,37,4181
2455,753,18875,37,4189
2456,754,18899,37,4206
2457,755,18920,37,4211
2458,754,18935,37,4214
2459,754,18947,37,4222
2460,754,18955,37,4231
2461,754,18975,37,4241
2462,755,18995,37,4241
2463,756,19019,37,4246
2464,757,19034,37,4256
2465,758,19034,36,4264
2466,758,19046,36,4266
2467,758,19046,36,4272
2468,756,19074,36,4271
2469,756,19110,36,4271
2470,755,19112,36,4268
2471,752,19080,36,4260
2472,750,19041,36,4252
2473,748,19018,36,4241
2474,748,19021,36,4237
2475,746,19045,36,4230
2476,747,19061,36,4229
2477,748,19088,36,4229
2478,747,19107,37,4223
2479,748,19115,39,4223
2480,748,19127,39,4227
2481,748,19139,39,4232
2482,745,19143,39,4239
2483,745,19169,39,4238
2484,745,19186,39,4237
2485,744,19197,39,4231
2486,745,19205,39,4231
2487,748,19220,39,4228
2488,746,19242,39,4227
2489,746,19243,39,4232
2490,746,19230,40,4237
2491,746,19222,39,4234
2492,746,19217,39,4232
2493,745,19217,39,4225
2494,745,19231,39,4226
2495,746,19244,39,4227
2496,747,19267,39,4223
2497,749,19280,39,4222
2498,748,19286,39,4217
2499,746,19263,39,4206
2500,745,19247,39,4197
2501,742,19212,39,4189
2502,741,19209,39,4182
2503,741,19214,39,4181
2504,741,19234,39,4180
2505,745,19244,39,4177
2506,748,19260,39,4179
2507,747,19269,39,4179
2508,747,19283,39,4178
2509,746,19294,39,4178
2510,745,19309,39,4182
2511,744,19325,39,4181
2512,744,19330,39,4188
2513,744,19350,39,4192
2514,744,19351,39,4191
2515,744,19368,39,4194
2516,743,19387,39,4194
2517,742,19391,39,4196
2518,741,19409,39,4200
2519,742,19420,39,4200
2520,742,19423,39,4202
2521,743,19437,39,4202
2522,743,19469,39,4202
2523,743,19512,39,4202
2524,745,19535,39,4206
2525,746,19537,39,4205
2526,746,19550,39,4202
2527,745,19554,39,4206
2528,744,19536,39,4198
2529,743,19517,39,4190
2530,744,19488,39,4182
2531,745,19473,38,4180
2532,747,19471,38,4188
2533,746,19477,37,4186
2534,746,19477,37,4191
2535,746,19484,37,4195
2536,745,19485,37,4202
2537,745,19483,37,4202
2538,745,19489,37,4206
2539,743,19490,37,4202
2540,741,19487,37,4205
2541,741,19496,37,4209
2542,741,19515,37,4219
2543,740,19536,37,4228
2544,743,19556,37,4233
2545,743,19574,37,4236
2546,743,19590,37,4240
2547,743,19612,37,4237
2548,744,19633,37,4238
2549,745,19657,37,4241
2550,744,19677,37,4242
2551,743,19703,37,4240
2552,742,19736,37,4242
2553,741,19762,37,4251
2554,740,19779,37,4253
2555,740,19770,36,4257
2556,741,19752,36,4260
2557,739,19738,36,4252
2558,738,19723,36,4242
2559,740,19732,36,4240
2560,741,19739,36,4236
2561,742,19735,36,4238
2562,742,19739,36,4241
2563,741,19746,36,4233
2564,741,19747,36,4234
2565,741,19762,36,4239
2566,740,19769,36,4241
2567,741,19774,36,4244
2568,741,19780,36,4243
2569,739,19788,36,4236
2570,741,19806,36,4236
2571,741,19828,36,4239
2572,741,19852,36,4247
2573,743,19869,36,4249
2574,744,19877,37,4255
2575,743,19851,38,4254
2576,743,19807,38,4255
2577,741,19759,38,4254
2578,742,19742,38,4253
2579,743,19737,38,4252
2580,743,19760,37,4252
2581,746,19792,37,4253
2582,748,19825,37,4253
2583,751,19850,37,4253
2584,753,19875,37,4254
2585,754,19898,37,4257
2586,752,19907,38,4256
2587,751,19917,41,4259
2588,750,19920,41,4263
2589,750,19936,41,4267
2590,748,19921,41,4264
2591,744,19898,41,4255
2592,741,19860,41,4250
2593,743,19837,41,4247
2594,745,19821,41,4252
2595,746,19816,41,4259
2596,748,19812,41,4267
2597,749,19822,41,4270
2598,749,19835,41,4272
2599,749,19848,41,4278
2600,749,19854,41,4291
2601,749,19876,41,4293
2602,751,19903,41,4295
2603,754,19924,41,4290
2604,756,19937,41,4290
2605,757,19927,41,4280
2606,755,19919,41,4274
2607,759,19884,40,4270
2608,761,19852,40,4263
2609,761,19831,40,4259
2610,764,19833,40,4256
2611,767,19833,40,4259
2612,771,19838,40,4267
2613,770,19865,40,4278
2614,768,19870,40,4280
2615,767,19879,40,4282
2616,767,19901,40,4275
2617,764,19909,40,4271
2618,763,19911,40,4276
2619,762,19928,40,4284
2620,762,19944,39,4287
2621,759,19961,39,4284
2622,759,19973,39,4288
2623,760,19991,39,4290
2624,758,20009,39,4288
2625,760,20025,39,4286
2626,763,20030,39,4287
2627,763,20025,39,4290
2628,760,19987,39,4286
2629,757,19947,39,4279
2630,760,19925,39,4272
2631,763,19927,40,4275
2632,764,19945,41,4290
2633,763,19949,42,4299
2634,762,19967,42,4298
2635,763,19981,42,4301
2636,764,19987,42,4303
2637,767,19994,42,4307
2638,767,20006,42,4306
2639,767,20018,42,4305
2640,769,20031,42,4308
2641,770,20066,42,4311
2642,772,20066,42,4313
2643,772,20075,42,4319
2644,772,20084,42,4327
2645,770,20089,42,4331
2646,770,20076,42,4329
2647,770,20034,42,4326
2648,767,19987,42,4314
2649,763,19952,42,4305
2650,759,19926,42,4298
2651,758,19890,42,4293
2652,755,19849,42,4284
2653,754,19824,42,4281
2654,753,19818,42,4278
2655,755,19820,42,4275
2656,755,19818,42,4271
2657,755,19813,42,4273
2658,756,19815,42,4272
2659,757,19829,42,4273
2660,757,19864,42,4275
2661,755,19896,42,4282
2662,755,19922,42,4287
2663,755,19931,42,4287
2664,755,19935,42,4285
2665,754,19916,42,4291
2666,753,19879,42,4285
2667,751,19847,42,4275
2668,750,19811,42,4278
2669,753,19788,42,4272
2670,753,19781,42,4270
2671,753,19793,42,4265
2672,753,19810,42,4268
2673,754,19820,42,4271
2674,756,19834,42,4272
2675,754,19855,42,4274
2676,752,19861,42,4275
2677,753,19853,42,4270
2678,752,19829,42,4265
2679,750,19806,42,4252
2680,750,19757,42,4238
2681,750,19743,42,4221
2682,752,19726,42,4216
2683,749,19732,41,4205
2684,747,19764,41,4206
2685,747,19800,41,4208
2686,748,19822,41,4211
2687,751,19839,41,4213
2688,752,19846,41,4217
2689,753,19864,41,4215
2690,757,19872,41,4216
2691,759,19899,41,4214
2692,758,19912,41,4212
2693,757,19912,41,4210
2694,753,19888,41,4204
2695,748,19875,41,4201
2696,745,19836,41,4192
2697,738,19805,41,4180
2698,738,19769,41,4176
2699,736,19761,41,4175
2700,736,19744,41,4180
2701,736,19729,40,4177
2702,736,19742,40,4180
2703,738,19751,40,4189
2704,741,19753,40,4196
2705,743,19762,40,4194
2706,743,19776,40,4197
2707,744,19781,40,4207
2708,746,19808,40,4216
2709,751,19827,40,4221
2710,751,19834,41,4224
2711,751,19842,42,4227
2712,748,19861,42,4233
2713,748,19863,42,4241
2714,749,19827,42,4245
2715,750,19779,42,4238
2716,743,19738,41,4233
2717,740,19711,41,4223
2718,738,19691,41,4220
2719,738,19661,41,4215
2720,738,19657,41,4222
2721,737,19672,41,4227
2722,737,19682,41,4233
2723,737,19708,41,4236
2724,737,19741,41,4238
2725,738,19758,41,4236
2726,739,19778,41,4236
2727,739,19799,41,4232
2728,737,19790,41,4229
2729,736,19767,41,4225
2730,735,19750,41,4214
2731,732,19735,41,4209
2732,732,19696,40,4207
2733,735,19668,40,4215
2734,735,19668,40,4221
2735,736,19675,40,4215
2736,736,19680,40,4214
2737,736,19696,40,4215
2738,736,19721,40,4216
2739,737,19742,40,4222
2740,738,19767,40,4226
2741,738,19790,40,4231
2742,739,19799,40,4233
2743,741,19815,40,4242
2744,742,19817,40,4247
2745,740,19835,41,4247
2746,738,19843,42,4240
2747,740,19856,41,4235
2748,740,19836,41,4226
2749,739,19786,41,4220
2750,745,19754,41,4215
2751,745,19705,41,4211
2752,744,19685,41,4209
2753,742,19673,41,4205
2754,740,19658,41,4198
2755,740,19620,41,4194
2756,740,19587,41,4199
2757,740,19553,41,4195
2758,740,19553,41,4191
2759,740,19561,41,4196
2760,741,19579,41,4207
2761,743,19597,41,4215
2762,743,19609,41,4222
2763,743,19605,41,4232
2764,742,19620,41,4241
2765,744,19634,41,4239
2766,747,19642,41,4237
2767,751,19652,41,4233
2768,754,19667,41,4239
2769,753,19706,41,4251
2770,752,19728,41,4275
2771,754,19746,41,4289
2772,755,19751,41,4296
2773,757,19736,40,4299
2774,759,19720,40,4294
2775,762,19697,40,4289
2776,762,19650,40,4291
2777,760,19630,40,4291
2778,761,19580,40,4285
2779,759,19541,40,4277
2780,757,19519,40,4265
2781,752,19483,40,4258
2782,750,19466,40,4247
2783,748,19439,39,4238
2784,750,19406,39,4239
2785,752,19395,39,4237
2786,754,19407,39,4245
2787,753,19430,39,4248
2788,753,19444,39,4249
2789,752,19450,39,4258
2790,752,19470,39,4266
2791,751,19493,39,4266
2792,752,19521,39,4267
2793,753,19548,39,4270
2794,755,19564,39,4280
2795,756,19561,39,4292
2796,757,19570,39,4297
2797,757,19577,39,4296
2798,757,19584,39,4298
2799,757,19611,39,4299
2800,757,19622,39,4298
2801,757,19596,39,4292
2802,755,19539,39,4289
2803,753,19496,39,4282
2804,752,19484,39,4278
2805,751,19494,39,4270
2806,750,19518,39,4266
2807,750,19558,39,4269
2808,748,19587,40,4271
2809,749,19590,41,4268
2810,751,19603,41,4273
2811,751,19617,41,4277
2812,751,19629,41,4279
2813,750,19648,41,4282
2814,748,19673,41,4277
2815,748,19684,41,4275
2816,745,19688,41,4270
2817,745,19705,39,4270
2818,746,19710,39,4272
2819,744,19679,39,4270
2820,742,19631,40,4258
2821,743,19592,41,4259
2822,743,19562,41,4260
2823,743,19558,41,4259
2824,743,19568,41,4259
2825,743,19576,41,4262
2826,739,19594,41,4258
2827,741,19613,41,4256
2828,742,19614,41,4254
2829,741,19604,41,4246
2830,741,19576,41,4241
2831,736,19527,41,4232
2832,732,19510,41,4224
2833,733,19515,41,4224
2834,733,19524,41,4228
2835,736,19535,41,4225
2836,741,19549,41,4229
2837,742,19552,41,4235
2838,742,19560,41,4236
2839,742,19564,40,4240
2840,740,19581,39,4245
2841,740,19593,39,4244
2842,738,19614,39,4248
2843,737,19625,39,4245
2844,737,19607,39,4244
2845,737,19607,39,4251
2846,737,19613,39,4255
2847,737,19614,39,4256
2848,736,19621,39,4259
2849,738,19634,39,4261
2850,740,19639,39,4262
2851,740,19646,39,4261
2852,737,19679,39,4261
2853,737,19712,39,4258
2854,739,19739,39,4260
2855,741,19730,39,4260
2856,740,19723,39,4257
2857,738,19694,39,4249
2858,738,19648,39,4237
2859,736,19598,39,4224
2860,736,19545,39,4211
2861,735,19530,39,4211
2862,737,19525,39,4218
2863,737,19528,39,4223
2864,737,19524,39,4229
2865,737,19528,39,4232
2866,735,19535,39,4237
2867,734,19529,39,4241
2868,734,19517,39,4245
2869,734,19522,39,4249
2870,732,19519,39,4255
2871,731,19527,39,4262
2872,730,19544,39,4272
2873,730,19566,39,4277
2874,733,19579,38,4282
2875,733,19598,38,4288
2876,733,19605,38,4286
2877,733,19618,38,4290
2878,734,19626,38,4294
2879,735,19635,38,4296
2880,734,19655,38,4294
2881,733,19667,38,4295
2882,733,19674,38,4296
2883,732,19658,38,4294
2884,730,19642,38,4297
2885,730,19623,38,4297
2886,731,19623,37,4305
2887,730,19628,37,4302
2888,731,19634,37,4302
2889,732,19648,37,4299
2890,730,19651,37,4298
2891,731,19649,37,4301
2892,731,19648,37,4302
2893,731,19635,37,4299
2894,732,19612,37,4282
2895,730,19584,37,4274
2896,725,19550,37,4260
2897,726,19513,36,4252
2898,725,19503,36,4253
2899,724,19509,36,4249
2900,724,19528,36,4245
2901,723,19548,36,4246
2902,722,19569,36,4249
2903,724,19591,35,4254
2904,726,19607,36,4252
2905,726,19604,37,4251
2906,724,19578,38,4255
2907,724,19549,38,4253
2908,724,19515,38,4249
2909,726,19501,38,4247
2910,724,19519,38,4241
2911,726,19538,38,4240
2912,729,19563,38,4234
2913,731,19585,38,4230
2914,734,19607,38,4232
2915,733,19634,38,4228
2916,733,19647,39,4226
2917,733,19652,43,4223
2918,733,19652,43,4218
2919,732,19635,43,4221
2920,731,19616,43,4210
2921,730,19581,43,4198
2922,729,19536,43,4192
2923,729,19503,43,4188
2924,730,19464,43,4189
2925,730,19450,43,4186
2926,730,19433,43,4194
2927,728,19430,43,4195
2928,727,19428,43,4199
2929,727,19427,43,4201
2930,727,19429,43,4210
2931,727,19446,43,4216
2932,725,19471,43,4220
2933,725,19494,43,4217
2934,727,19504,43,4221
2935,727,19515,43,4221
2936,728,19491,43,4214
2937,733,19471,43,4210
2938,734,19412,43,4196
2939,734,19388,43,4195
2940,737,19386,43,4190
2941,739,19383,43,4190
2942,743,19392,43,4199
2943,743,19416,43,4208
2944,743,19428,43,4206
2945,743,19437,43,4204
2946,741,19448,43,4201
2947,741,19447,43,4200
2948,740,19443,43,4206
2949,738,19449,43,4220
2950,739,19455,43,4225
2951,739,19483,43,4225
2952,739,19507,43,4227
2953,738,19531,43,4228
2954,740,19545,43,4229
2955,743,19556,43,4229
2956,743,19554,43,4231
2957,739,19543,43,4226
2958,737,19524,43,4218
2959,737,19501,43,4211
2960,734,19479,43,4207
2961,733,19455,44,4208
2962,733,19429,45,4207
2963,728,19429,45,4213
2964,728,19427,45,4210
2965,728,19432,45,4214
2966,730,19434,45,4217
2967,731,19449,45,4223
2968,733,19463,45,4226
2969,734,19481,45,4226
2970,736,19512,45,4228
2971,737,19542,45,4231
2972,737,19548,45,4235
2973,737,19556,45,4237
2974,734,19553,45,4241
2975,732,19567,45,4240
2976,734,19575,45,4238
2977,738,19583,45,4231
2978,740,19565,45,4227
2979,736,19523,45,4221
2980,731,19496,45,4211
2981,728,19455,45,4203
2982,726,19400,45,4197
2983,725,19370,45,4194
2984,724,19339,45,4180
2985,722,19317,45,4171
2986,723,19280,45,4159
2987,723,19249,45,4153
2988,724,19217,45,4143
2989,723,19202,45,4139
2990,720,19184,44,4134
2991,719,19180,43,4131
2992,716,19163,43,4127
2993,715,19140,43,4118
2994,714,19110,43,4116
2995,713,19076,43,4114
2996,712,19062,43,4105
2997,710,19058,43,4106
2998,709,19066,43,4113
2999,711,19079,43,4117
3000,712,19097,43,4115
3001,711,19117,43,4113
3002,712,19135,43,4112
3003,713,19143,43,4113
3004,713,19156,43,4112
3005,713,19164,43,4107
3006,712,19147,43,4100
3007,712,19123,43,4092
3008,712,19097,43,4094
3009,708,19059,43,4083
3010,709,19028,43,4071
3011,712,18996,43,4057
3012,716,18982,43,4051
3013,715,18993,43,4047
3014,713,19015,43,4049
3015,711,19038,43,4049
3016,712,19041,43,4054
3017,713,19055,43,4058
3018,714,19074,43,4062
3019,717,19097,43,4057
3020,718,19111,43,4054
3021,720,19126,43,4051
3022,719,19137,43,4049
3023,720,19123,43,4041
3024,718,19099,43,4039
3025,716,19073,43,4021
3026,713,19031,43,4016
3027,701,18978,43,4000
3028,698,18935,43,3995
3029,695,18913,43,3997
3030,692,18884,42,4000
3031,692,18895,42,4012
3032,692,18911,42,4015
3033,694,18934,42,4018
3034,698,18936,42,4023
3035,701,18934,42,4023
3036,701,18936,42,4028
3037,702,18938,42,4038
3038,707,18957,42,4046
3039,712,18965,42,4055
3040,712,18976,43,4059
3041,712,18993,44,4063
3042,712,19008,45,4067
3043,714,19011,45,4074
3044,716,19000,44,4084
3045,715,18985,44,4085
3046,710,18973,43,4083
3047,707,18942,43,4072
3048,708,18913,43,4072
3049,709,18886,43,4072
3050,709,18885,43,4073
3051,708,18884,43,4077
3052,708,18888,43,4076
3053,708,18901,43,4081
3054,708,18922,43,4081
3055,707,18929,43,4082
3056,708,18950,43,4075
3057,703,18943,43,4063
3058,700,18916,43,4062
3059,700,18876,43,4042
3060,699,18860,43,4037
3061,699,18832,43,4038
3062,700,18798,43,4041
3063,703,18764,43,4041
3064,705,18772,43,4042
3065,705,18780,43,4042
3066,705,18778,43,4043
3067,704,18782,42,4042
3068,704,18804,42,4043
3069,705,18813,42,4049
3070,707,18843,42,4054
3071,708,18860,42,4057
3072,710,18868,42,4064
3073,709,18897,42,4071
3074,710,18906,42,4076
3075,710,18923,43,4077
3076,711,18952,44,4077
3077,712,18979,44,4075
3078,712,18993,44,4079
3079,714,18998,44,4089
3080,718,19004,44,4090
3081,718,18997,44,4086
3082,718,18969,44,4084
3083,716,18926,44,4072
3084,715,18884,44,4060
3085,714,18838,44,4055
3086,715,18792,44,4055
3087,716,18744,44,4047
3088,714,18727,44,4037
3089,713,18714,44,4036
3090,711,18728,44,4040
3091,713,18748,44,4047
3092,712,18742,44,4051
3093,712,18748,44,4061
3094,708,18766,44,4070
3095,710,18768,44,4077
3096,713,18772,44,4078
3097,718,18781,43,4079
3098,719,18790,43,4086
3099,720,18824,42,4098
3100,721,18841,42,4114
3101,721,18856,42,4123
3102,720,18867,42,4129
3103,722,18864,42,4138
3104,725,18861,42,4145
3105,729,18864,42,4146
3106,728,18844,42,4155
3107,727,18810,42,4143
3108,727,18754,42,4145
3109,723,18716,42,4132
3110,723,18682,42,4126
3111,722,18658,42,4120
3112,719,18642,42,4109
3113,719,18629,42,4098
3114,721,18637,42,4105
3115,723,18648,42,4115
3116,725,18674,42,4130
3117,728,18694,42,4136
3118,728,18712,42,4138
3119,725,18715,42,4145
3120,725,18731,42,4149
3121,725,18755,42,4152
3122,726,18783,42,4153
3123,727,18810,42,4155
3124,728,18821,42,4159
3125,729,18830,42,4171
3126,728,18836,42,4178
3127,728,18840,42,4179
3128,726,18868,42,4177
3129,726,18903,42,4175
3130,726,18919,42,4171
3131,725,18920,42,4166
3132,723,18907,42,4165
3133,723,18903,42,4161
3134,721,18895,41,4149
3135,720,18909,41,4136
3136,721,18913,41,4131
3137,722,18930,41,4130
3138,722,18959,42,4127
3139,723,18971,43,4128
3140,725,18988,43,4131
3141,724,19008,43,4135
3142,725,19014,43,4142
3143,725,19037,43,4144
3144,725,19058,43,4144
3145,724,19063,43,4144
3146,725,19074,43,4139
3147,727,19090,43,4134
3148,727,19106,43,4135
3149,727,19111,43,4140
3150,726,19109,44,4145
3151,724,19102,45,4152
3152,724,19097,45,4147
3153,724,19090,45,4147
3154,724,19077,45,4140
3155,725,19057,45,4138
3156,725,19019,45,4120
3157,727,18972,44,4114
3158,725,18944,44,4105
3159,724,18909,44,4092
3160,723,18863,44,4088
3161,722,18854,44,4080
3162,722,18860,44,4077
3163,724,18874,44,4075
3164,726,18888,44,4079
3165,730,18908,44,4081
3166,732,18925,44,4082
3167,732,18937,44,4086
3168,732,18933,44,4089
3169,730,18942,44,4094
3170,729,18964,44,4101
3171,729,18972,44,4105
3172,729,18995,44,4106
3173,729,19006,44,4106
3174,729,19015,44,4104
3175,729,19032,44,4108
3176,729,19047,44,4110
3177,728,19055,44,4111
3178,726,19070,44,4118
3179,726,19080,44,4120
3180,728,19084,44,4123
3181,730,19095,44,4124
3182,730,19127,44,4122
3183,728,19163,44,4120
3184,730,19180,44,4123
3185,733,19187,44,4123
3186,732,19202,44,4118
3187,731,19211,44,4119
3188,732,19213,44,4112
3189,734,19213,42,4106
3190,736,19205,42,4099
3191,738,19196,42,4100
3192,740,19199,42,4107
3193,737,19200,42,4112
3194,736,19203,42,4113
3195,735,19193,42,4116
3196,735,19193,42,4119
3197,732,19197,42,4124
3198,732,19201,42,4127
3199,732,19214,42,4129
3200,732,19222,42,4136
3201,730,19241,42,4143
3202,730,19256,42,4152
3203,731,19273,42,4157
3204,733,19293,42,4160
3205,731,19313,42,4166
3206,727,19326,42,4166
3207,727,19346,42,4167
3208,728,19369,42,4166
3209,729,19381,42,4168
3210,727,19394,42,4170
3211,726,19404,42,4168
3212,726,19419,42,4170
3213,726,19435,42,4175
3214,727,19455,42,4177
3215,729,19467,42,4183
3216,730,19474,42,4192
3217,730,19489,42,4190
3218,730,19516,42,4182
3219,732,19522,41,4182
3220,733,19522,41,4183
3221,735,19523,41,4187
3222,736,19514,41,4187
3223,734,19496,41,4187
3224,734,19446,41,4180
3225,733,19404,41,4173
3226,733,19370,41,4168
3227,730,19326,40,4157
3228,725,19305,40,4147
3229,726,19316,40,4139
3230,727,19338,40,4134
3231,727,19354,40,4138
3232,727,19379,40,4139
3233,729,19412,40,4140
3234,729,19434,41,4147
3235,729,19435,42,4154
3236,729,19441,44,4159
3237,726,19464,44,4173
3238,728,19484,44,4180
3239,730,19499,44,4183
3240,731,19507,44,4180
3241,734,19525,44,4174
3242,731,19524,44,4173
3243,734,19535,44,4164
3244,735,19545,44,4165
3245,734,19568,44,4169
3246,733,19571,45,4169
3247,733,19565,47,4171
3248,733,19571,47,4177
3249,733,19571,47,4183
3250,732,19581,47,4180
3251,729,19574,47,4179
3252,728,19560,47,4173
3253,728,19544,47,4178
3254,732,19482,47,4174
3255,733,19439,47,4168
3256,734,19406,47,4166
3257,734,19403,47,4168
3258,732,19406,47,4166
3259,732,19406,47,4170
3260,732,19420,47,4178
3261,732,19434,47,4187
3262,734,19455,47,4192
3263,737,19476,47,4189
3264,739,19485,47,4192
3265,740,19502,47,4194
3266,740,19518,47,4192
3267,745,19521,47,4188
3268,746,19481,47,4181
3269,740,19456,46,4171
3270,742,19452,46,4164
3271,744,19451,46,4165
3272,748,19463,46,4173
3273,748,19489,46,4181
3274,747,19502,46,4185
3275,747,19518,46,4187
3276,747,19537,46,4186
3277,745,19543,46,4185
3278,742,19546,46,4192
3279,741,19552,46,4200
3280,742,19559,46,4205
3281,743,19573,46,4208
3282,743,19588,46,4209
3283,744,19607,46,4212
3284,745,19614,46,4212
3285,747,19602,46,4201
3286,745,19582,46,4188
3287,738,19543,46,4183
3288,734,19515,46,4174
3289,734,19498,46,4167
3290,736,19498,46,4169
3291,737,19503,47,4173
3292,738,19518,48,4184
3293,740,19539,49,4193
3294,741,19553,50,4192
3295,741,19565,50,4193
3296,742,19574,50,4198
